dataset,openml_id,n_samples_orig,n_samples_mod,n_classes,intervention,alpha_orig,r2_orig,alpha_mod,r2_mod,delta_alpha,direction_pred,direction_correct,feature_key,feature_orig,feature_mod,delta_feature,feat_orig_probe_difficulty,feat_orig_class_entropy,feat_orig_label_noise,feat_orig_fisher_ratio,feat_orig_class_imbalance,feat_orig_n_samples,feat_orig_n_features,feat_orig_n_classes,feat_mod_probe_difficulty,feat_mod_class_entropy,feat_mod_label_noise,feat_mod_fisher_ratio,feat_mod_class_imbalance,feat_mod_n_samples,feat_mod_n_features,feat_mod_n_classes
mfeat-fourier,14,2000,2000,10,smote_balance,0.7285276766440018,0.9724389042454717,0.7285276766440018,0.9724389042454717,0.0,1,0,class_entropy,2.302585091994046,2.302585091994046,0.0,0.486111315807814,2.302585091994046,0.204,0.34364470463482705,0.9950248756218906,2000,60,10,0.486111315807814,2.302585091994046,0.204,0.3436447052623628,0.9950248756218906,2000,60,10
mfeat-fourier,14,2000,380,10,class_imbalance,0.7285276766440018,0.9724389042454717,0.335122802508222,0.7793261473102968,-0.39340487413577974,-1,1,class_entropy,2.302585091994046,1.7325520871169429,-0.570033004877103,0.486111315807814,2.302585091994046,0.204,0.34364470463482705,0.9950248756218906,2000,60,10,0.42731250892949213,1.7325520871169429,0.1394736842105263,0.5402424636202238,9.523809523809524,380,60,10
optdigits,28,5000,5000,10,label_noise_10,0.7682024373287615,0.9717376675082482,0.15511300401357503,0.9509438598128979,-0.6130894333151864,-1,1,label_noise,0.0546,0.231,0.1764,0.1004865812013304,2.3023942249835807,0.0546,0.40134742840910387,1.0618556701030928,5000,60,10,0.7759000840971109,2.3021905683218185,0.231,0.29156042370041385,1.0899581589958158,5000,60,10
optdigits,28,5000,5000,10,label_noise_20,0.7682024373287615,0.9717376675082482,0.13040388756810198,0.9510192197817587,-0.6377985497606595,-1,1,label_noise,0.0546,0.3868,0.3322,0.1004865812013304,2.3023942249835807,0.0546,0.40134742840910387,1.0618556701030928,5000,60,10,1.1603604933094116,2.3020669756242342,0.3868,0.21701267289733378,1.1176470588235294,5000,60,10
optdigits,28,5000,5000,10,feature_noise_03,0.7682024373287615,0.9717376675082482,0.6640689350732457,0.9638614646708988,-0.10413350225551576,-1,1,probe_difficulty,0.1004865812013304,0.14248008526612446,0.04199350406479406,0.1004865812013304,2.3023942249835807,0.0546,0.40134742840910387,1.0618556701030928,5000,60,10,0.14248008526612446,2.3023942249835807,0.0818,0.355586574165372,1.0618556701030928,5000,60,10
optdigits,28,5000,5000,10,feature_noise_07,0.7682024373287615,0.9717376675082482,0.4873483389120429,0.9646033973340501,-0.2808540984167186,-1,1,probe_difficulty,0.1004865812013304,0.31993332845002787,0.21944674724869745,0.1004865812013304,2.3023942249835807,0.0546,0.40134742840910387,1.0618556701030928,5000,60,10,0.31993332845002787,2.3023942249835807,0.2414,0.23722660108213062,1.0618556701030928,5000,60,10
optdigits,28,5000,5150,10,smote_balance,0.7682024373287615,0.9717376675082482,0.9435325667809471,0.9567427661427296,0.17533012945218562,1,1,class_entropy,2.3023942249835807,2.302585091994046,0.00019086701046511223,0.1004865812013304,2.3023942249835807,0.0546,0.40134742840910387,1.0618556701030928,5000,60,10,0.09955336815076869,2.302585091994046,0.05048543689320388,0.4019024434831708,0.998062015503876,5150,60,10
optdigits,28,5000,974,10,class_imbalance,0.7682024373287615,0.9717376675082482,0.8027088025356969,0.8255909208615553,0.0345063652069354,-1,0,class_entropy,2.3023942249835807,1.7269411596627715,-0.5754530653208092,0.1004865812013304,2.3023942249835807,0.0546,0.40134742840910387,1.0618556701030928,5000,60,10,0.18727927081166157,1.7269411596627715,0.10061601642710473,0.31403480568907255,9.903846153846153,974,60,10
satimage,182,5000,5000,6,label_noise_10,0.39341498076621856,0.7833534523989566,0.1122410534978713,0.9008007842150655,-0.2811739272683473,-1,1,label_noise,0.096,0.2586,0.1626,0.3692171595670919,1.7188790097811795,0.096,2.018975019153918,2.4681724845995894,5000,36,6,0.8758035068039012,1.736472775282698,0.2586,1.015234448059115,2.1892925430210326,5000,36,6
satimage,182,5000,5000,6,label_noise_20,0.39341498076621856,0.7833534523989566,0.0530908676884226,0.8814217117055433,-0.340324113077796,-1,1,label_noise,0.096,0.4114,0.3154,0.3692171595670919,1.7188790097811795,0.096,2.018975019153918,2.4681724845995894,5000,36,6,1.163759678921601,1.74970530361498,0.4114,0.5879862413088509,1.951219512195122,5000,36,6
satimage,182,5000,5000,6,feature_noise_03,0.39341498076621856,0.7833534523989566,0.2589725922945901,0.7305720902747489,-0.13444238847162848,-1,1,probe_difficulty,0.3692171595670919,0.4191545137397975,0.04993735417270562,0.3692171595670919,1.7188790097811795,0.096,2.018975019153918,2.4681724845995894,5000,36,6,0.4191545137397975,1.7188790097811795,0.1486,1.5889401111508064,2.4681724845995894,5000,36,6
satimage,182,5000,5000,6,feature_noise_07,0.39341498076621856,0.7833534523989566,0.19586035194428797,0.8864266980168779,-0.1975546288219306,-1,1,probe_difficulty,0.3692171595670919,0.5140320908042546,0.14481493123716271,0.3692171595670919,1.7188790097811795,0.096,2.018975019153918,2.4681724845995894,5000,36,6,0.5140320908042546,1.7188790097811795,0.248,0.8140266065410652,2.4681724845995894,5000,36,6
satimage,182,5000,7212,6,smote_balance,0.39341498076621856,0.7833534523989566,0.39748646777681096,0.8671313008824296,0.004071487010592401,1,1,class_entropy,1.7188790097811795,1.7917594686280547,0.07288045884687522,0.3692171595670919,1.7188790097811795,0.096,2.018975019153918,2.4681724845995894,5000,36,6,0.3788561457102294,1.7917594686280547,0.05185801442041043,2.106978216556234,0.999168744804655,7212,36,6
satimage,182,5000,1802,6,class_imbalance,0.39341498076621856,0.7833534523989566,0.5558932990896487,0.8923412175986228,0.16247831832343013,-1,0,class_entropy,1.7188790097811795,1.172141301045752,-0.5467377087354275,0.3692171595670919,1.7188790097811795,0.096,2.018975019153918,2.4681724845995894,5000,36,6,0.22262624653009322,1.172141301045752,0.06881243063263041,1.025183479852478,9.933884297520661,1802,36,6
waveform-5000,60,5000,5000,3,label_noise_10,0.21248266861370055,0.9457451824000251,0.04302795665855788,0.8903636606681464,-0.16945471195514267,-1,1,label_noise,0.2944,0.3966,0.10220000000000001,0.30796419010334247,1.0985545521188804,0.2944,0.1309978990295817,1.022974607013301,5000,40,3,0.6372423169879252,1.0984613261862006,0.3966,0.09089962029004559,1.040219378427788,5000,40,3
waveform-5000,60,5000,5000,3,label_noise_20,0.21248266861370055,0.9457451824000251,0.03418576717559527,0.9633743115476823,-0.17829690143810528,-1,1,label_noise,0.2944,0.4768,0.1824,0.30796419010334247,1.0985545521188804,0.2944,0.1309978990295817,1.022974607013301,5000,40,3,0.8312019182973777,1.098207657698511,0.4768,0.05872703054387234,1.0643347907557776,5000,40,3
waveform-5000,60,5000,5000,3,feature_noise_03,0.21248266861370055,0.9457451824000251,0.2736622715089703,0.8622756538950825,0.061179602895269775,-1,0,probe_difficulty,0.30796419010334247,0.3517175662735157,0.04375337617017322,0.30796419010334247,1.0985545521188804,0.2944,0.1309978990295817,1.022974607013301,5000,40,3,0.3517175662735157,1.0985545521188804,0.3236,0.11877614262955101,1.022974607013301,5000,40,3
waveform-5000,60,5000,5000,3,feature_noise_07,0.21248266861370055,0.9457451824000251,0.15167016781599765,0.9727330228161417,-0.060812500797702895,-1,1,probe_difficulty,0.30796419010334247,0.47717413083087434,0.16920994072753187,0.30796419010334247,1.0985545521188804,0.2944,0.1309978990295817,1.022974607013301,5000,40,3,0.47717413083087434,1.0985545521188804,0.397,0.0841100237535272,1.022974607013301,5000,40,3
waveform-5000,60,5000,5076,3,smote_balance,0.21248266861370055,0.9457451824000251,0.267232353387744,0.9177277120353523,0.05474968477404343,1,1,class_entropy,1.0985545521188804,1.0986122883681095,5.7736249229112246e-05,0.30796419010334247,1.0985545521188804,0.2944,0.1309978990295817,1.022974607013301,5000,40,3,0.30536106224695136,1.0986122883681095,0.2850669818754925,0.13202788963548875,0.9994093325457767,5076,40,3
waveform-5000,60,5000,2030,3,class_imbalance,0.21248266861370055,0.9457451824000251,0.5272772232120442,0.7653063833430833,0.3147945545983436,-1,0,class_entropy,1.0985545521188804,0.565707548777628,-0.5328470033412525,0.30796419010334247,1.0985545521188804,0.2944,0.1309978990295817,1.022974607013301,5000,40,3,0.19693061527216368,0.565707548777628,0.15615763546798028,0.046129323745574574,9.952941176470588,2030,40,3
pendigits,32,5000,5000,10,label_noise_10,1.3154447594511718,0.9436557382277647,0.2222953610532081,0.8567248938299034,-1.0931493983979637,-1,1,label_noise,0.0082,0.1984,0.19019999999999998,0.21461374575548514,2.3001245857245123,0.0082,0.9902202121030714,1.2433628318584071,5000,16,10,0.8445562912456506,2.3005223707437255,0.1984,0.6481636017649378,1.2161572052401746,5000,16,10
pendigits,32,5000,5000,10,label_noise_20,1.3154447594511718,0.9436557382277647,0.10939343294043856,0.9391369701754937,-1.2060513265107333,-1,1,label_noise,0.0082,0.3648,0.35660000000000003,0.21461374575548514,2.3001245857245123,0.0082,0.9902202121030714,1.2433628318584071,5000,16,10,1.2198680096667627,2.3013899186685465,0.3648,0.4455285986240968,1.1724137931034482,5000,16,10
pendigits,32,5000,5000,10,feature_noise_03,1.3154447594511718,0.9436557382277647,0.6703250676531393,0.9373461730420747,-0.6451196917980325,-1,1,probe_difficulty,0.21461374575548514,0.36894579492454993,0.1543320491690648,0.21461374575548514,2.3001245857245123,0.0082,0.9902202121030714,1.2433628318584071,5000,16,10,0.36894579492454993,2.3001245857245123,0.0344,0.8364133085197046,1.2433628318584071,5000,16,10
pendigits,32,5000,5000,10,feature_noise_07,1.3154447594511718,0.9436557382277647,0.36026332958969,0.9614091965404471,-0.9551814298614818,-1,1,probe_difficulty,0.21461374575548514,0.7380391411597362,0.5234253954042511,0.21461374575548514,2.3001245857245123,0.0082,0.9902202121030714,1.2433628318584071,5000,16,10,0.7380391411597362,2.3001245857245123,0.2218,0.4985095949075602,1.2433628318584071,5000,16,10
pendigits,32,5000,5620,10,smote_balance,1.3154447594511718,0.9436557382277647,1.1318606989380842,0.9643747585380795,-0.18358406051308762,1,0,class_entropy,2.3001245857245123,2.302585091994046,0.0024605062695335356,0.21461374575548514,2.3001245857245123,0.0082,0.9902202121030714,1.2433628318584071,5000,16,10,0.20550642655798407,2.302585091994046,0.006049822064056939,0.9696589991518656,0.9982238010657194,5620,16,10
pendigits,32,5000,1066,10,class_imbalance,1.3154447594511718,0.9436557382277647,0.9288826340300309,0.8893997671813516,-0.3865621254211409,-1,1,class_entropy,2.3001245857245123,1.7305041649164377,-0.5696204208080746,0.21461374575548514,2.3001245857245123,0.0082,0.9902202121030714,1.2433628318584071,5000,16,10,0.27484225805261514,1.7305041649164377,0.019699812382739212,0.7364515807242155,9.859649122807017,1066,16,10
spambase,44,4601,4601,2,label_noise_10,0.35161845318719787,0.9638676089176184,0.0713521938305637,0.911882497718177,-0.2802662593566342,-1,1,label_noise,0.0919365355357531,0.23038469897848293,0.13844816344272984,0.30265008775771307,0.6705230207876484,0.0919365355357531,0.03163381680811074,1.5369349503858876,4601,57,2,0.816483134245475,0.6791871709299784,0.23038469897848293,0.01938110231550536,1.3993743482794578,4601,57,2
spambase,44,4601,4601,2,label_noise_20,0.35161845318719787,0.9638676089176184,0.0661926376864151,0.8711700901937479,-0.2854258155007828,-1,1,label_noise,0.0919365355357531,0.330580308628559,0.23864377309280593,0.30265008775771307,0.6705230207876484,0.0919365355357531,0.03163381680811074,1.5369349503858876,4601,57,2,1.2943513727006442,0.686371451946747,0.330580308628559,0.011338669227463231,1.2625368731563422,4601,57,2
spambase,44,4601,4601,2,feature_noise_03,0.35161845318719787,0.9638676089176184,0.2359046851916473,0.9236053587930892,-0.11571376799555055,-1,1,probe_difficulty,0.30265008775771307,0.32940535016523587,0.026755262407522795,0.30265008775771307,0.6705230207876484,0.0919365355357531,0.03163381680811074,1.5369349503858876,4601,57,2,0.32940535016523587,0.6705230207876484,0.19321886546402955,0.02890459172535322,1.5369349503858876,4601,57,2
spambase,44,4601,4601,2,feature_noise_07,0.35161845318719787,0.9638676089176184,0.1585921027669176,0.9608124138605818,-0.19302635042028027,-1,1,probe_difficulty,0.30265008775771307,0.3890409874804202,0.08639089972270714,0.30265008775771307,0.6705230207876484,0.0919365355357531,0.03163381680811074,1.5369349503858876,4601,57,2,0.3890409874804202,0.6705230207876484,0.31993044990219516,0.020886414129762276,1.5369349503858876,4601,57,2
spambase,44,4601,5576,2,smote_balance,0.35161845318719787,0.9638676089176184,0.36376925150069794,0.8569878202953131,0.012150798313500077,1,1,class_entropy,0.6705230207876484,0.6931471803599453,0.02262415957229691,0.30265008775771307,0.6705230207876484,0.0919365355357531,0.03163381680811074,1.5369349503858876,4601,57,2,0.30004691786979487,0.6931471803599453,0.061872309899569586,0.031344369329566746,0.9996414485478666,5576,57,2
spambase,44,4601,3066,2,class_imbalance,0.35161845318719787,0.9638676089176184,0.3814422673121855,0.7231433825080609,0.029823814124987635,-1,0,class_entropy,0.6705230207876484,0.3040895701226294,-0.366433450665019,0.30265008775771307,0.6705230207876484,0.0919365355357531,0.03163381680811074,1.5369349503858876,4601,57,2,0.2773887211064023,0.3040895701226294,0.058382257012393995,0.014889349804970512,9.992831541218639,3066,57,2
madelon,1485,2600,2600,2,label_noise_10,0.07319786266014879,0.9067085944539096,0.12219875333040774,0.8869133223599531,0.04900089067025895,-1,0,label_noise,0.3976923076923077,0.4403846153846154,0.042692307692307696,0.690991723711446,0.6931471803599453,0.3976923076923077,0.0036574048014558847,0.9992313604919293,2600,60,2,0.7060273372565725,0.6931365294345571,0.4403846153846154,0.002437143826139538,1.0084942084942086,2600,60,2
madelon,1485,2600,2600,2,label_noise_20,0.07319786266014879,0.9067085944539096,0.06626771954300292,0.8836291259530782,-0.006930143117145862,-1,1,label_noise,0.3976923076923077,0.46192307692307694,0.06423076923076926,0.690991723711446,0.6931471803599453,0.3976923076923077,0.0036574048014558847,0.9992313604919293,2600,60,2,0.6949860833033661,0.6931365294345571,0.46192307692307694,0.00137434507718289,1.0084942084942086,2600,60,2
madelon,1485,2600,2600,2,feature_noise_03,0.07319786266014879,0.9067085944539096,0.136248867909988,0.8786064919708434,0.06305100524983921,-1,0,probe_difficulty,0.690991723711446,0.6918066430906473,0.0008149193792013065,0.690991723711446,0.6931471803599453,0.3976923076923077,0.0036574048014558847,0.9992313604919293,2600,60,2,0.6918066430906473,0.6931471803599453,0.4207692307692308,0.0032993398204490495,0.9992313604919293,2600,60,2
madelon,1485,2600,2600,2,feature_noise_07,0.07319786266014879,0.9067085944539096,0.10166069183201377,0.7532734611935848,0.02846282917186499,-1,0,probe_difficulty,0.690991723711446,0.6965079714920882,0.005516247780642192,0.690991723711446,0.6931471803599453,0.3976923076923077,0.0036574048014558847,0.9992313604919293,2600,60,2,0.6965079714920882,0.6931471803599453,0.44346153846153846,0.002413199387838754,0.9992313604919293,2600,60,2
madelon,1485,2600,2600,2,smote_balance,0.07319786266014879,0.9067085944539096,0.07319786266014879,0.9067085944539096,0.0,1,0,class_entropy,0.6931471803599453,0.6931471803599453,0.0,0.690991723711446,0.6931471803599453,0.3976923076923077,0.0036574048014558847,0.9992313604919293,2600,60,2,0.690991723711446,0.6931471803599453,0.3976923076923077,0.0036574047865342452,0.9992313604919293,2600,60,2
madelon,1485,2600,1430,2,class_imbalance,0.07319786266014879,0.9067085944539096,0.04877093638606666,0.3304712053291662,-0.024426926274082127,-1,1,class_entropy,0.6931471803599453,0.3046360971492381,-0.38851108321070715,0.690991723711446,0.6931471803599453,0.3976923076923077,0.0036574048014558847,0.9992313604919293,2600,60,2,0.344128438442267,0.3046360971492381,0.15244755244755245,0.0010035778302862211,9.923664122137405,1430,60,2
steel-plates-fault,1504,1941,1941,2,label_noise_10,0.9363744265100995,0.8700393143283843,0.3071907933560785,0.9230326792250619,-0.629183633154021,-1,1,label_noise,0.08809891808346214,0.23390005151983514,0.14580113343637302,1.4161271486841,0.6453978894979567,0.08809891808346214,0.028607416924709986,1.8813056379821957,1941,33,2,1.6044720350194086,0.6613325248995239,0.23390005151983514,0.02058928010940715,1.6675824175824177,1941,33,2
steel-plates-fault,1504,1941,1941,2,label_noise_20,0.9363744265100995,0.8700393143283843,0.12889861205718192,0.7988555708392973,-0.8074758144529176,-1,1,label_noise,0.08809891808346214,0.3554868624420402,0.26738794435857804,1.4161271486841,0.6453978894979567,0.08809891808346214,0.028607416924709986,1.8813056379821957,1941,33,2,1.6722716214156854,0.6792365691512973,0.3554868624420402,0.011349275608566531,1.3975308641975308,1941,33,2
steel-plates-fault,1504,1941,1941,2,feature_noise_03,0.9363744265100995,0.8700393143283843,0.9071877413681431,0.8210969072733054,-0.029186685141956437,-1,1,probe_difficulty,1.4161271486841,1.464011906280771,0.04788475759667099,1.4161271486841,0.6453978894979567,0.08809891808346214,0.028607416924709986,1.8813056379821957,1941,33,2,1.464011906280771,0.6453978894979567,0.2514167954662545,0.02760395408778137,1.8813056379821957,1941,33,2
steel-plates-fault,1504,1941,1941,2,feature_noise_07,0.9363744265100995,0.8700393143283843,0.3448595183600006,0.8819262530377883,-0.5915149081500989,-1,1,probe_difficulty,1.4161271486841,1.3011634364936513,-0.11496371219044876,1.4161271486841,0.6453978894979567,0.08809891808346214,0.028607416924709986,1.8813056379821957,1941,33,2,1.3011634364936513,0.6453978894979567,0.3657908294693457,0.021616618823607842,1.8813056379821957,1941,33,2
steel-plates-fault,1504,1941,2536,2,smote_balance,0.9363744265100995,0.8700393143283843,0.8771808237018414,0.8791597804734176,-0.05919360280825814,1,0,class_entropy,0.6453978894979567,0.6931471803599453,0.047749290861988536,1.4161271486841,0.6453978894979567,0.08809891808346214,0.028607416924709986,1.8813056379821957,1941,33,2,1.2794968698790004,0.6931471803599453,0.04613564668769716,0.04101656748651584,0.9992119779353822,2536,33,2
steel-plates-fault,1504,1941,1394,2,class_imbalance,0.9363744265100995,0.8700393143283843,0.13247429533925306,0.599534273076674,-0.8039001311708465,-1,1,class_entropy,0.6453978894979567,0.3034331510542573,-0.34196473844369946,1.4161271486841,0.6453978894979567,0.08809891808346214,0.028607416924709986,1.8813056379821957,1941,33,2,0.9874355077245027,0.3034331510542573,0.06097560975609756,0.009173250135405398,9.984251968503937,1394,33,2
autos,9,202,202,5,label_noise_10,0.1515626854831393,0.7831259241783897,0.0464070360103481,0.8871096186765672,-0.10515564947279121,-1,1,label_noise,0.20297029702970298,0.33663366336633666,0.13366336633663367,1.3740716122642114,1.5210715471029044,0.20297029702970298,0.11499954656446233,2.9130434782608696,202,25,5,1.6564175366912905,1.5490877752960888,0.33663366336633666,0.11359723919136648,2.107142857142857,202,25,5
autos,9,202,202,5,label_noise_20,0.1515626854831393,0.7831259241783897,0.026672285578896945,0.5613406947927536,-0.12489039990424236,-1,1,label_noise,0.20297029702970298,0.45544554455445546,0.2524752475247525,1.3740716122642114,1.5210715471029044,0.20297029702970298,0.11499954656446233,2.9130434782608696,202,25,5,1.738024994321043,1.541877742501256,0.45544554455445546,0.056866460893476314,2.4444444444444446,202,25,5
autos,9,202,202,5,feature_noise_03,0.1515626854831393,0.7831259241783897,0.12253864504691142,0.6395040040583381,-0.029024040436227888,-1,1,probe_difficulty,1.3740716122642114,1.2842042243918113,-0.08986738787240012,1.3740716122642114,1.5210715471029044,0.20297029702970298,0.11499954656446233,2.9130434782608696,202,25,5,1.2842042243918113,1.5210715471029044,0.3069306930693069,0.10724521025974414,2.9130434782608696,202,25,5
autos,9,202,202,5,feature_noise_07,0.1515626854831393,0.7831259241783897,0.04847030165388763,0.3038058141466667,-0.10309238382925168,-1,1,probe_difficulty,1.3740716122642114,1.441801292768767,0.06772968050455552,1.3740716122642114,1.5210715471029044,0.20297029702970298,0.11499954656446233,2.9130434782608696,202,25,5,1.441801292768767,1.5210715471029044,0.5297029702970297,0.08253908428593472,2.9130434782608696,202,25,5
autos,9,202,335,5,smote_balance,0.1515626854831393,0.7831259241783897,0.17173969471121753,0.30861274988440174,0.02017700922807822,1,1,class_entropy,1.5210715471029044,1.6094379119341005,0.08836636483119609,1.3740716122642114,1.5210715471029044,0.20297029702970298,0.11499954656446233,2.9130434782608696,202,25,5,0.8821814597162655,1.6094379119341005,0.07462686567164178,0.1556260217442122,0.9852941176470589,335,25,5
autos,9,202,107,5,class_imbalance,0.1515626854831393,0.7831259241783897,0.012410409718088704,0.17255811896085804,-0.1391522757650506,-1,1,class_entropy,1.5210715471029044,1.1792044487380133,-0.34186709836489104,1.3740716122642114,1.5210715471029044,0.20297029702970298,0.11499954656446233,2.9130434782608696,202,25,5,1.0735428129762483,1.1792044487380133,0.2523364485981308,0.08264998713205744,6.090909090909091,107,25,5
anneal,2,898,898,5,label_noise_10,1.485372347630991,0.944672974304552,0.3387619771568768,0.6573271290346949,-1.1466103704741142,-1,1,label_noise,0.024498886414253896,0.2071269487750557,0.18262806236080179,0.1891339971870558,0.8247299822628458,0.024498886414253896,0.17205709056750412,76.0,898,38,5,0.6857832943974455,1.0111866771114402,0.2071269487750557,0.07455796325798851,20.06451612903226,898,38,5
anneal,2,898,898,5,label_noise_20,1.485372347630991,0.944672974304552,0.7048631901429383,0.850138510949933,-0.7805091574880527,-1,1,label_noise,0.024498886414253896,0.3685968819599109,0.344097995545657,0.1891339971870558,0.8247299822628458,0.024498886414253896,0.17205709056750412,76.0,898,38,5,1.0043788813680297,1.165915536990144,0.3685968819599109,0.034771122528040994,9.87719298245614,898,38,5
anneal,2,898,898,5,feature_noise_03,1.485372347630991,0.944672974304552,0.8775808518716227,0.828783009703717,-0.6077914957593683,-1,1,probe_difficulty,0.1891339971870558,0.24593139050357715,0.05679739331652134,0.1891339971870558,0.8247299822628458,0.024498886414253896,0.17205709056750412,76.0,898,38,5,0.24593139050357715,0.8247299822628458,0.2661469933184855,0.15954277540712014,76.0,898,38,5
anneal,2,898,898,5,feature_noise_07,1.485372347630991,0.944672974304552,0.9318399378566504,0.7480428775802374,-0.5535324097743406,-1,1,probe_difficulty,0.1891339971870558,0.3657408526439626,0.1766068554569068,0.1891339971870558,0.8247299822628458,0.024498886414253896,0.17205709056750412,76.0,898,38,5,0.3657408526439626,0.8247299822628458,0.3374164810690423,0.11584523864748164,76.0,898,38,5
anneal,2,898,3420,5,smote_balance,1.485372347630991,0.944672974304552,1.3294366822878454,0.9329740094741167,-0.15593566534314562,1,0,class_entropy,0.8247299822628458,1.6094379119341005,0.7847079296712547,0.1891339971870558,0.8247299822628458,0.024498886414253896,0.17205709056750412,76.0,898,38,5,0.10949247156244779,1.6094379119341005,0.004093567251461989,1.4078156209736938,0.9985401459854014,3420,38,5
anneal,2,898,867,5,class_imbalance,1.485372347630991,0.944672974304552,0.4075663761981924,0.3289207392257383,-1.0778059714327985,-1,1,class_entropy,0.8247299822628458,0.7697046560925481,-0.05502532617029765,0.1891339971870558,0.8247299822628458,0.024498886414253896,0.17205709056750412,76.0,898,38,5,0.15441952914433862,0.7697046560925481,0.020761245674740483,0.208673657092803,76.0,867,38,5
primary-tumor,171,330,330,15,label_noise_10,0.033116129893891025,0.25791594854923644,0.04512406695986558,0.7046231380002472,0.012007937065974555,-1,0,label_noise,0.5727272727272728,0.6181818181818182,0.045454545454545414,1.6913508512647866,2.4213337694170614,0.5727272727272728,0.2796587034221262,12.0,330,17,15,1.9409853260384602,2.4978980589865274,0.6181818181818182,0.23310924750063286,7.4,330,17,15
primary-tumor,171,330,330,15,label_noise_20,0.033116129893891025,0.25791594854923644,0.00610651136990028,0.3260288167123993,-0.027009618523990746,-1,1,label_noise,0.5727272727272728,0.6727272727272727,0.09999999999999998,1.6913508512647866,2.4213337694170614,0.5727272727272728,0.2796587034221262,12.0,330,17,15,2.200963922948192,2.527830461252542,0.6727272727272727,0.17253071604419853,8.5,330,17,15
primary-tumor,171,330,330,15,feature_noise_03,0.033116129893891025,0.25791594854923644,0.055209463228788655,0.9122949095810338,0.02209333333489763,-1,0,probe_difficulty,1.6913508512647866,1.718326672592817,0.026975821328030447,1.6913508512647866,2.4213337694170614,0.5727272727272728,0.2796587034221262,12.0,330,17,15,1.718326672592817,2.4213337694170614,0.6636363636363637,0.2651335216169535,12.0,330,17,15
primary-tumor,171,330,330,15,feature_noise_07,0.033116129893891025,0.25791594854923644,0.10587078156174241,0.774658104774025,0.07275465166785139,-1,0,probe_difficulty,1.6913508512647866,1.9031642056955236,0.211813354430737,1.6913508512647866,2.4213337694170614,0.5727272727272728,0.2796587034221262,12.0,330,17,15,1.9031642056955236,2.4213337694170614,0.7515151515151515,0.20679615696181974,12.0,330,17,15
primary-tumor,171,330,1260,15,smote_balance,0.033116129893891025,0.25791594854923644,0.4870059058755445,0.89664477376019,0.4538897759816535,1,1,class_entropy,2.4213337694170614,2.7080501996022104,0.28671643018514903,1.6913508512647866,2.4213337694170614,0.5727272727272728,0.2796587034221262,12.0,330,17,15,1.1178766837216156,2.7080501996022104,0.12063492063492064,0.4512567264201371,0.9882352941176471,1260,17,15
primary-tumor,171,330,212,15,class_imbalance,0.033116129893891025,0.25791594854923644,0.061847679352442224,0.5438616938412683,0.0287315494585512,-1,0,class_entropy,2.4213337694170614,2.2559040737739338,-0.1654296956431276,1.6913508512647866,2.4213337694170614,0.5727272727272728,0.2796587034221262,12.0,330,17,15,1.710121583152705,2.2559040737739338,0.5235849056603774,0.26866622261141043,12.0,212,17,15
mfeat-morphological,16,2000,2000,10,label_noise_10,0.7509326115099052,0.9698662481256134,0.2820571636130055,0.9038164827074294,-0.4688754478968997,-1,1,label_noise,0.0405,0.2165,0.176,0.19652703719365802,2.302585091994046,0.0405,0.3219311443839558,0.9950248756218906,2000,60,10,1.1234879871531718,2.3021278132460448,0.2165,0.2380756748528663,1.0885416666666667,2000,60,10
mfeat-morphological,16,2000,2000,10,label_noise_20,0.7509326115099052,0.9698662481256134,0.23355697572347034,0.8135428468774285,-0.5173756357864349,-1,1,label_noise,0.0405,0.369,0.3285,0.19652703719365802,2.302585091994046,0.0405,0.3219311443839558,0.9950248756218906,2000,60,10,1.6698193381036937,2.301934497134957,0.369,0.1748716036212033,1.1170212765957446,2000,60,10
mfeat-morphological,16,2000,2000,10,feature_noise_03,0.7509326115099052,0.9698662481256134,0.6912596416018645,0.9400250771252033,-0.05967296990804072,-1,1,probe_difficulty,0.19652703719365802,0.23666209505293567,0.04013505785927765,0.19652703719365802,2.302585091994046,0.0405,0.3219311443839558,0.9950248756218906,2000,60,10,0.23666209505293567,2.302585091994046,0.0485,0.2892158545438339,0.9950248756218906,2000,60,10
mfeat-morphological,16,2000,2000,10,feature_noise_07,0.7509326115099052,0.9698662481256134,0.47690478523816493,0.8696966233372727,-0.27402782627174027,-1,1,probe_difficulty,0.19652703719365802,0.49317002002331634,0.2966429828296583,0.19652703719365802,2.302585091994046,0.0405,0.3219311443839558,0.9950248756218906,2000,60,10,0.49317002002331634,2.302585091994046,0.1345,0.19842309258028465,0.9950248756218906,2000,60,10
mfeat-morphological,16,2000,2000,10,smote_balance,0.7509326115099052,0.9698662481256134,0.7509326115099052,0.9698662481256134,0.0,1,0,class_entropy,2.302585091994046,2.302585091994046,0.0,0.19652703719365802,2.302585091994046,0.0405,0.3219311443839558,0.9950248756218906,2000,60,10,0.19652703719365802,2.302585091994046,0.0405,0.32193114492269,0.9950248756218906,2000,60,10
mfeat-morphological,16,2000,380,10,class_imbalance,0.7509326115099052,0.9698662481256134,0.10942811085720852,0.30905677397389236,-0.6415045006526967,-1,1,class_entropy,2.302585091994046,1.7325520871169429,-0.570033004877103,0.19652703719365802,2.302585091994046,0.0405,0.3219311443839558,0.9950248756218906,2000,60,10,0.2544222091294248,1.7325520871169429,0.06578947368421052,0.2804400366340865,9.523809523809524,380,60,10
